State,County,POP_ESTIMATE
WI,Racine ,"196,311"
WI,Richland ,"17,252"
WI,Rock ,"163,354"
WI,Rusk ,"14,178"
WI,St. Croix ,"90,687"
WI,Sauk ,"64,442"
WI,Sawyer ,"16,558"
WI,Shawano ,"40,899"
WI,Sheboygan ,"115,340"
WI,Taylor ,"20,343"
WI,Trempealeau ,"29,649"
WI,Vernon ,"30,822"
WI,Vilas ,"22,195"
WI,Walworth ,"103,868"
WI,Washburn ,"15,720"
WI,Washington ,"136,034"
WI,Waukesha ,"404,198"
WI,Waupaca ,"50,990"
WI,Waushara ,"24,443"
WI,Winnebago ,"171,907"
WI,Wood ,"72,999"
WV,Barbour ,"16,441"
WV,Berkeley ,"119,171"
WV,Boone ,"21,457"
WV,Braxton ,"13,957"
WV,Brooke ,"21,939"
WV,Cabell ,"91,945"
WV,Calhoun ,"7,109"
WV,Clay ,"8,508"
WV,Doddridge ,"8,448"
WV,Fayette ,"42,406"
WV,Gilmer ,"7,823"
WV,Grant ,"11,568"
WV,Greenbrier ,"34,662"
WV,Hampshire ,"23,175"
WV,Hancock ,"28,810"
WV,Hardy ,"13,776"
WV,Harrison ,"67,256"
WV,Jackson ,"28,576"
WV,Jefferson ,"57,146"
WV,Kanawha ,"178,124"
WV,Lewis ,"15,907"
WV,Lincoln ,"20,409"
WV,Logan ,"32,019"
WV,McDowell ,"17,624"
WV,Marion ,"56,072"
WV,Marshall ,"30,531"
WV,Mason ,"26,516"
WV,Mercer ,"58,758"
WV,Mineral ,"26,868"
WV,Mingo ,"23,424"
WV,Monongalia ,"105,612"
WV,Monroe ,"13,275"
WV,Morgan ,"17,884"
WV,Nicholas ,"24,496"
WV,Ohio ,"41,411"
WV,Pendleton ,"6,969"
WV,Pleasants ,"7,460"
WV,Pocahontas ,"8,247"
WV,Preston ,"33,432"
WV,Putnam ,"56,450"
WV,Raleigh ,"73,361"
WV,Randolph ,"28,695"
WV,Ritchie ,"9,554"
WV,Roane ,"13,688"
WV,Summers ,"12,573"
WV,Taylor ,"16,695"
WV,Tucker ,"6,839"
WV,Tyler ,"8,591"
WV,Upshur ,"24,176"
WV,Wayne ,"39,402"
WV,Webster ,"8,114"
WV,Wetzel ,"15,065"
WV,Wirt ,"5,821"
WV,Wood ,"83,518"
WV,Wyoming ,"20,394"
WY,Albany ,"38,880"
WY,Big Horn ,"11,790"
WY,Campbell ,"46,341"
WY,Carbon ,"14,800"
WY,Converse ,"13,822"
WY,Crook ,"7,584"
WY,Fremont ,"39,261"
WY,Goshen ,"13,211"
WY,Hot Springs ,"4,413"
WY,Johnson ,"8,445"
WY,Laramie ,"99,500"
WY,Lincoln ,"19,830"
WY,Natrona ,"79,858"
WY,Niobrara ,"2,356"
WY,Park ,"29,194"
WY,Platte ,"8,393"
WY,Sheridan ,"30,485"
WY,Sublette ,"9,831"
WY,Sweetwater ,"42,343"
WY,Teton ,"23,464"
WY,Uinta ,"20,226"
WY,Washakie ,"7,805"
WY,Weston ,"6,927"
