State,County,Rate_100000,Rate_Level
NY,Tompkins,317.07,2
NY,Ulster,298.0866667,2
NY,Warren,305.5666667,2
NY,Washington,289.4111111,2
NY,Wayne,276.9357143,1
NY,Westchester,243.00625,1
NY,Wyoming,346.0533333,2
NY,Yates,308.2714286,2
OH,Adams,507.125,4
OH,Allen,376.6,3
OH,Ashland,315.4461538,2
OH,Ashtabula,410.5272727,4
OH,Athens,377.6142857,3
OH,Auglaize,409.2857143,4
OH,Belmont,423.2222222,4
OH,Brown,419.9,4
OH,Butler,242.2666667,1
OH,Carroll,384.5222222,3
OH,Champaign,408.8333333,3
OH,Clark,358.3090909,3
OH,Clermont,320.86,2
OH,Clinton,432.6888889,4
OH,Columbiana,423.2454545,4
OH,Coshocton,347.7666667,2
OH,Crawford,391.4111111,3
OH,Cuyahoga,322.58,2
OH,Darke,353.35,3
OH,Defiance,315.9769231,2
OH,Delaware,239.9846154,1
OH,Erie,321.35,2
OH,Fairfield,277.1714286,1
OH,Fayette,497.9222222,4
OH,Franklin,264.475,1
OH,Fulton,378.2416667,3
OH,Gallia,460.4444444,4
OH,Geauga,288.0266667,2
OH,Greene,296.025,2
OH,Guernsey,415,4
OH,Hamilton,249.42,1
OH,Hancock,324.71,2
OH,Hardin,434.2333333,4
OH,Harrison,482.2222222,4
OH,Henry,364.5916667,3
OH,Highland,502.6777778,4
OH,Hocking,344.8111111,2
OH,Holmes,407.1375,3
OH,Huron,317.175,2
OH,Jackson,556.8222222,4
OH,Jefferson,540.9666667,4
OH,Knox,342.2666667,2
OH,Lake,305.2666667,2
OH,Lawrence,441.4555556,4
OH,Licking,261.9,1
OH,Logan,399.0285714,3
OH,Lorain,294.02,2
OH,Lucas,340.8875,2
OH,Madison,301.9538462,2
OH,Mahoning,392.8076923,3
OH,Marion,420.275,4
OH,Medina,305.4066667,2
OH,Meigs,408.3,3
OH,Mercer,460.2666667,4
OH,Miami,401.12,3
OH,Monroe,379.4666667,3
OH,Montgomery,290.5933333,2
OH,Morgan,339.275,2
OH,Morrow,382.0888889,3
OH,Muskingum,348.6666667,2
OH,Noble,1004.9125,4
OH,Ottawa,392.5,3
OH,Paulding,302.7,2
OH,Perry,360.2222222,3
OH,Pickaway,298.72,2
OH,Pike,402.8444444,3
OH,Portage,389.5133333,3
OH,Preble,355.73,3
OH,Putnam,341.29,2
OH,Richland,378.5,3
OH,Ross,428.5125,4
OH,Sandusky,337.1636364,2
OH,Scioto,651.2,4
OH,Seneca,332.4,2
OH,Shelby,384.725,3
OH,Stark,304.4142857,2
OH,Summit,302.26,2
OH,Trumbull,381.8692308,3
OH,Tuscarawas,388.5777778,3
OH,Union,279.6,1
OH,Van Wert,355.8333333,3
OH,Vinton,447.8428571,4
OH,Warren,253.1923077,1
OH,Washington,369.0714286,3
OH,Wayne,325.25,2
OH,Williams,333.6142857,2
OH,Wood,373.0166667,3
OH,Wyandot,368.5857143,3
OK,Adair,423.0125,4
OK,Alfalfa,396.95,3
OK,Atoka,598.4454545,4
OK,Beaver,379.1428571,3
OK,Beckham,384.1625,3
OK,Blaine,463.8416667,4
OK,Bryan,481.7666667,4
OK,Caddo,432.4533333,4
OK,Canadian,373.25,3
OK,Carter,509.4363636,4
OK,Cherokee,535.1583333,4
OK,Choctaw,629.6,4
OK,Cimarron,451.7375,4
OK,Cleveland,278.3333333,1
OK,Coal,633.22,4
OK,Comanche,416.025,4
OK,Cotton,415.1266667,4
OK,Craig,590.37,4
OK,Creek,460.3333333,4
OK,Custer,448.98,4
OK,Delaware,425.8833333,4
OK,Dewey,485,4
OK,Ellis,428.75,4
OK,Garfield,401.5181818,3
OK,Garvin,456.8923077,4
OK,Grady,349.3866667,2
OK,Grant,390.9285714,3
OK,Greer,495.7666667,4
OK,Harmon,413.5555556,4
OK,Harper,422.8,4
OK,Haskell,509.89,4
OK,Hughes,650.2416667,4
OK,Jackson,486.8222222,4
OK,Jefferson,504.53,4
OK,Johnston,515.9166667,4
OK,Kay,387.8833333,3
OK,Kingfisher,378.9,3
OK,Kiowa,431.0133333,4
OK,Latimer,530.27,4
OK,Le Flore,481.0538462,4
OK,Lincoln,414.5133333,4
OK,Logan,338.0388889,2
OK,Love,346.9428571,2
OK,Major,402.4166667,3
OK,Marshall,411.1666667,4
OK,Mayes,519.38,4
OK,McClain,345.55625,2
OK,McCurtain,543.2333333,4
OK,McIntosh,620.8166667,4
OK,Murray,531.9818182,4
OK,Muskogee,618.0846154,4
OK,Noble,411.6833333,4
OK,Nowata,478.4076923,4
OK,Okfuskee,593.9153846,4
OK,Oklahoma,358.25,3
OK,Okmulgee,465.4647059,4
OK,Osage,389.85625,3
OK,Ottawa,588.8111111,4
OK,Pawnee,439.69375,4
OK,Payne,445.3833333,4
OK,Pittsburg,564.19,4
OK,Pontotoc,536.425,4
OK,Pottawatomie,409.5333333,4
OK,Pushmataha,588.14,4
OK,Roger Mills,455.6166667,4
OK,Rogers,447.2117647,4
OK,Seminole,607.9,4
OK,Sequoyah,465.0714286,4
OK,Stephens,474.5142857,4
OK,Texas,425.1625,4
OK,Tillman,385.5533333,3
OK,Tulsa,418.4666667,4
OK,Wagoner,422.3941176,4
OK,Washington,416.6235294,4
OK,Washita,439.9333333,4
OK,Woods,415.8833333,4
OK,Woodward,398.0666667,3
OR,Baker,292.4714286,2
OR,Benton,209.8181818,1
OR,Clackamas,221.8,1
OR,Clatsop,211.2916667,1
OR,Columbia,236.0055556,1
OR,Coos,300.1333333,2
OR,Crook,274.45,1
OR,Curry,291.8777778,2
OR,Deschutes,231.8384615,1
OR,Douglas,216.9571429,1
OR,Gilliam,296.65,2
OR,Grant,273.7125,1
OR,Harney,293.275,2
OR,Hood River,242.5117647,1
OR,Jackson,238.3083333,1
OR,Jefferson,299.7846154,2
OR,Josephine,233.6,1
OR,Klamath,260.5642857,1
OR,Lake,286.1714286,1
OR,Lane,205.78125,1
OR,Lincoln,250.9777778,1
OR,Linn,251.4466667,1
OR,Malheur,313.4888889,2
OR,Marion,226.96875,1
OR,Morrow,247.6222222,1
OR,Multnomah,251.6611111,1
OR,Polk,224.7153846,1
OR,Sherman,316.65,2
OR,Tillamook,207.2230769,1
OR,Umatilla,231.55,1
OR,Union,306.4142857,2
OR,Wallowa,297.9,2
OR,Wasco,261.0642857,1
OR,Washington,211.45,1
OR,Wheeler,306.45,2
OR,Yamhill,220.64375,1
PA,Adams,274.96,1
PA,Allegheny,318.7933333,2
PA,Armstrong,314.5666667,2
PA,Beaver,337.0357143,2
PA,Bedford,385.4888889,3
PA,Berks,290.1133333,2
PA,Blair,371.3555556,3
PA,Bradford,392.2333333,3
PA,Bucks,232.4066667,1
PA,Butler,315.6533333,2
PA,Cambria,390.7666667,3
PA,Cameron,354.7,3
PA,Carbon,335.9714286,2
PA,Centre,307.9875,2
PA,Chester,257.3466667,1
PA,Clarion,347.4428571,2
PA,Clearfield,432.5875,4
PA,Clinton,370.5125,3
PA,Columbia,378.475,3
PA,Crawford,379.6454545,3
PA,Cumberland,292.4066667,2
PA,Dauphin,316.1933333,2
PA,Delaware,313.0466667,2
PA,Elk,354.9166667,3
PA,Erie,346.8153846,2
PA,Fayette,432.97,4
PA,Forest,376.2833333,3
PA,Franklin,297.1833333,2
PA,Fulton,404.2888889,3
PA,Greene,417.3888889,4
PA,Huntingdon,343.425,2
PA,Indiana,427.8888889,4
PA,Jefferson,360.1,3
PA,Juniata,376.5625,3
PA,Lackawanna,337.8076923,2
PA,Lancaster,287.7133333,2
PA,Lawrence,395.5083333,3
PA,Lebanon,287.6266667,2
PA,Lehigh,252.0133333,1
PA,Luzerne,326.2,2
PA,Lycoming,361.7125,3
PA,McKean,424.3333333,4
PA,Mercer,379.6083333,3
PA,Mifflin,307.4714286,2
PA,Monroe,246.86,1
PA,Montgomery,248.7133333,1
PA,Montour,386.5375,3
PA,Northampton,257.7266667,1
PA,Northumberland,334.8833333,2
PA,Perry,307.8785714,2
PA,Philadelphia,343.14375,2
PA,Pike,278.6642857,1
PA,Potter,346.5,2
PA,Schuylkill,422.2733333,4
PA,Snyder,283.15,1
PA,Somerset,430.9666667,4
PA,Sullivan,347.8285714,2
PA,Susquehanna,346.4166667,2
PA,Tioga,394.9777778,3
PA,Union,282.225,1
PA,Venango,398.4111111,3
PA,Warren,382.9916667,3
PA,Washington,301.8,2
PA,Wayne,348.7384615,2
PA,Westmoreland,311.3466667,2
PA,Wyoming,333.8909091,2
PA,York,271.76,1
PR,Adjuntas Municipio,266.0333333,1
PR,Aguada Municipio,216.9333333,1
PR,Aguadilla Municipio,241.9,1
PR,Aguas Buenas Municipio,219.2,1
PR,Aibonito Municipio,207.1333333,1
PR,Anasco Municipio,214,1
PR,Arecibo Municipio,198.1333333,1
PR,Arroyo Municipio,265.2666667,1
PR,Barceloneta Municipio,209,1
PR,Barranquitas Municipio,169.4666667,1
PR,Bayamon Municipio,217.6,1
PR,Cabo Rojo Municipio,207.2666667,1
PR,Caguas Municipio,220.4,1
PR,Camuy Municipio,168.2333333,1
PR,Canovanas Municipio,200.8333333,1
PR,Carolina Municipio,211,1
PR,Catano Municipio,223.7333333,1
PR,Cayey Municipio,196.8666667,1
PR,Ceiba Municipio,192.3333333,1
PR,Ciales Municipio,201.3333333,1
PR,Cidra Municipio,203.8333333,1
PR,Coamo Municipio,306.4333333,2
PR,Comerio Municipio,213.5666667,1
PR,Corozal Municipio,182.0333333,1
PR,Culebra Municipio,205.6,1
PR,Dorado Municipio,203.9666667,1
PR,Fajardo Municipio,207.4666667,1
PR,Florida Municipio,209.2666667,1
PR,Guanica Municipio,274.2666667,1
PR,Guayama Municipio,238.3333333,1
PR,Guayanilla Municipio,266.5333333,1
PR,Guaynabo Municipio,217.8666667,1
PR,Gurabo Municipio,210.4,1
PR,Hatillo Municipio,180.6,1
PR,Hormigueros Municipio,207.1,1
PR,Humacao Municipio,214.5666667,1
PR,Isabela Municipio,190.2333333,1
PR,Jayuya Municipio,264.9333333,1
PR,Juana Diaz Municipio,286.2666667,1
PR,Juncos Municipio,204,1
PR,Lajas Municipio,248.3333333,1
PR,Lares Municipio,260.6333333,1
PR,Las Marias Municipio,232.9333333,1
PR,Las Piedras Municipio,211.2,1
PR,Loiza Municipio,198.6666667,1
PR,Luquillo Municipio,192.2,1
PR,Manati Municipio,205.4333333,1
PR,Maricao Municipio,235.2,1
PR,Maunabo Municipio,260.9,1
PR,Mayaguez Municipio,213.4333333,1
PR,Moca Municipio,216.6666667,1
PR,Morovis Municipio,184.0333333,1
PR,Naguabo Municipio,214.0666667,1
PR,Naranjito Municipio,207.5333333,1
PR,Orocovis Municipio,209.9666667,1
PR,Patillas Municipio,261.1,1
PR,Penuelas Municipio,276.4,1
PR,Ponce Municipio,276.6,1
PR,Quebradillas Municipio,178.6333333,1
PR,Rincon Municipio,207.0333333,1
PR,Rio Grande Municipio,202.6,1
PR,Sabana Grande Municipio,255.2333333,1
PR,Salinas Municipio,247.6666667,1
PR,San German Municipio,215.8,1
PR,San Juan Municipio,215.8,1
PR,San Lorenzo Municipio,211.9666667,1
PR,San Sebastian Municipio,204.5666667,1
PR,Santa Isabel Municipio,306.1666667,2
PR,Toa Alta Municipio,200.8333333,1
PR,Toa Baja Municipio,226.6,1
PR,Trujillo Alto Municipio,213.4666667,1
PR,Utuado Municipio,212.1333333,1
PR,Vega Alta Municipio,184.4,1
PR,Vega Baja Municipio,204.8666667,1
PR,Vieques Municipio,217.8666667,1
PR,Villalba Municipio,317.7666667,2
PR,Yabucoa Municipio,223.1,1
PR,Yauco Municipio,267.4333333,1
RI,Bristol,251.88,1
RI,Kent,236.625,1
RI,Newport,257.1692308,1
RI,Providence,264.71875,1
RI,Washington,264.4583333,1
SC,Abbeville,301.7333333,2
SC,Aiken,295.8923077,2
SC,Allendale,414.7,4
SC,Anderson,282.0923077,1
SC,Bamberg,361.4666667,3
SC,Barnwell,421.0555556,4
SC,Beaufort,210.25,1
SC,Berkeley,263.5285714,1
SC,Calhoun,309.7272727,2
SC,Charleston,248.7571429,1
SC,Cherokee,463.04,4
SC,Chester,436.6777778,4
SC,Chesterfield,465.91,4
SC,Clarendon,326.4818182,2
SC,Colleton,410.19,4
SC,Darlington,537.8666667,4
SC,Dillon,441.8,4
SC,Dorchester,301.0333333,2
SC,Edgefield,312.0583333,2
SC,Fairfield,414.79,4
SC,Florence,446.8333333,4
SC,Georgetown,316.0846154,2
SC,Greenville,269.9466667,1
SC,Greenwood,360.2222222,3
SC,Hampton,326.31,2
SC,Horry,337.23125,2
SC,Jasper,283.5545455,1
SC,Kershaw,333.67,2
SC,Lancaster,280.59375,1
SC,Laurens,302.1916667,2
SC,Lee,465.8,4
SC,Lexington,280.3153846,1
SC,Marion,443.25,4
SC,Marlboro,616.25,4
SC,McCormick,323.3444444,2
SC,Newberry,336.7,2
SC,Oconee,356.13,3
SC,Orangeburg,283.0285714,1
SC,Pickens,349.2833333,2
SC,Richland,266.4933333,1
SC,Saluda,328.3454545,2
SC,Spartanburg,296.2785714,2
SC,Sumter,368.61,3
SC,Union,478.2333333,4
SC,Williamsburg,445.92,4
SC,York,242.54,1
SD,Aurora,332.2333333,2
SD,Beadle,302.6,2
SD,Bennett,343.3111111,2
SD,Bon Homme,329.1,2
SD,Brookings,278.2666667,1
SD,Brown,285.3833333,1
SD,Brule,321.2571429,2
SD,Buffalo,286.9,1
SD,Butte,304.3833333,2
SD,Campbell,336.75,2
SD,Charles Mix,358.4857143,3
SD,Clark,308.7,2
SD,Clay,455.55,4
SD,Codington,303.45,2
SD,Corson,510.9111111,4
SD,Custer,332.6875,2
SD,Davison,373.25,3
SD,Day,300.5833333,2
SD,Deuel,281.6,1
SD,Dewey,383.975,3
SD,Douglas,343.6333333,2
SD,Edmunds,286.3166667,1
SD,Fall River,386.5625,3
SD,Faulk,282.1666667,1
SD,Grant,304.55,2
SD,Gregory,331.4571429,2
SD,Haakon,284.3666667,1
SD,Hamlin,297.7333333,2
SD,Hand,284.9,1
SD,Hanson,410.5666667,4
SD,Harding,323.7,2
SD,Hughes,254.0666667,1
SD,Hutchinson,352.2,2
SD,Hyde,326.4666667,2
SD,Jackson,337.4888889,2
SD,Jerauld,279.8333333,1
SD,Jones,253.2666667,1
SD,Kingsbury,315.5333333,2
SD,Lake,361.9142857,3
SD,Lawrence,353.5222222,3
SD,Lincoln,301.2428571,2
SD,Lyman,320.5857143,2
SD,Marshall,283.4833333,1
SD,McCook,317.3166667,2
SD,McPherson,282.0833333,1
SD,Meade,347.0333333,2
SD,Mellette,389.75,3
SD,Miner,359.3166667,3
SD,Minnehaha,320.22,2
SD,Moody,348.4714286,2
SD,Pennington,337.1666667,2
SD,Perkins,310.9833333,2
SD,Potter,272.5333333,1
SD,Roberts,301.6166667,2
SD,Sanborn,343.45,2
SD,Shannon,333.4555556,2
SD,Spink,282.6,1
SD,Stanley,266.0285714,1
SD,Sully,218.5166667,1
SD,Todd,370.975,3
SD,Tripp,376.6,3
SD,Turner,327.95,2
SD,Union,285.5333333,1
SD,Walworth,405.1875,3
SD,Yankton,333.0666667,2
SD,Ziebach,358.1888889,3
TN,Anderson,390.0333333,3
TN,Bedford,430.7272727,4
TN,Benton,511.2222222,4
TN,Bledsoe,424.2125,4
TN,Blount,299.41,2
TN,Bradley,433.2,4
TN,Campbell,443.4857143,4
TN,Cannon,388.81,3
TN,Carroll,620.7333333,4
TN,Carter,414.4111111,4
TN,Cheatham,332.5866667,2
TN,Chester,476.6888889,4
TN,Claiborne,500.2666667,4
TN,Clay,467.6,4
TN,Cocke,565.9,4
TN,Coffee,418.6363636,4
TN,Crockett,567.1555556,4
TN,Cumberland,364.65,3
TN,Davidson,309.8533333,2
TN,Decatur,587.8125,4
TN,DeKalb,464.0777778,4
TN,Dickson,397.3090909,3
TN,Dyer,585.6666667,4
TN,Fayette,363.0083333,3
TN,Fentress,427.9833333,4
TN,Franklin,419.4111111,4
TN,Gibson,533.2888889,4
TN,Giles,457.5555556,4
TN,Grainger,411.3333333,4
TN,Greene,454.9444444,4
TN,Grundy,509.2,4
TN,Hamblen,370.94,3
TN,Hamilton,286.6733333,1
TN,Hancock,451.3166667,4
TN,Hardeman,514.7,4
TN,Hardin,620.7888889,4
TN,Hawkins,426.0777778,4
TN,Haywood,494.9555556,4
TN,Henderson,512.4888889,4
TN,Henry,468.5111111,4
TN,Hickman,338.45,2
TN,Houston,452.2888889,4
TN,Humphreys,471.55,4
TN,Jackson,462.0166667,4
TN,Jefferson,422.3111111,4
TN,Johnson,351.825,2
TN,Knox,265.14,1
TN,Lake,591.6,4
TN,Lauderdale,570.0111111,4
TN,Lawrence,486.4666667,4
TN,Lewis,502.8888889,4
TN,Lincoln,455.42,4
TN,Loudon,310.73,2
TN,Macon,463.4625,4
TN,Madison,439.5333333,4
TN,Marion,451.3444444,4
TN,Marshall,413.5916667,4
TN,Maury,370.1777778,3
TN,McMinn,434.9666667,4
TN,McNairy,578.1444444,4
TN,Meigs,444.2222222,4
TN,Monroe,354.8222222,3
TN,Montgomery,341.7428571,2
TN,Moore,470.8555556,4
TN,Morgan,409.0857143,4
TN,Obion,520.9555556,4
TN,Overton,437.5333333,4
TN,Perry,558.5857143,4
TN,Pickett,415.2666667,4
TN,Polk,469.5875,4
TN,Putnam,439.9714286,4
TN,Rhea,458.5888889,4
TN,Roane,344.8818182,2
TN,Robertson,350.6428571,2
TN,Rutherford,337.4266667,2
TN,Scott,402.7333333,3
TN,Sequatchie,369.3428571,3
TN,Sevier,360.9090909,3
TN,Shelby,294.4266667,2
TN,Smith,425.2,4
TN,Stewart,474.8222222,4
TN,Sullivan,426.6333333,4
TN,Sumner,292.2307692,2
TN,Tipton,367.325,3
TN,Trousdale,439.8555556,4
TN,Unicoi,422.0714286,4
TN,Union,390.2142857,3
TN,Van Buren,486.4166667,4
TN,Warren,533.7333333,4
TN,Washington,398.5444444,3
TN,Wayne,540.0555556,4
TN,Weakley,463.2,4
TN,White,438.0714286,4
TN,Williamson,267.56,1
TN,Wilson,292.0266667,2
TX,Anderson,518.075,4
TX,Andrews,431.8583333,4
TX,Angelina,362.7333333,3
TX,Aransas,359.7111111,3
TX,Archer,313.05,2
TX,Armstrong,392.2222222,3
TX,Atascosa,341.14,2
TX,Austin,325.9533333,2
TX,Bailey,344.71,2
TX,Bandera,324.1571429,2
TX,Bastrop,273.2666667,1
TX,Baylor,358.68,3
TX,Bee,388.9777778,3
TX,Bell,296.9066667,2
TX,Bexar,312.46875,2
TX,Blanco,247.5,1
TX,Borden,459.2,4
TX,Bosque,346.4166667,2
TX,Bowie,453.2,4
TX,Brazoria,267.95,1
TX,Brazos,292.3066667,2
TX,Brewster,258.1222222,1
TX,Briscoe,326.7714286,2
TX,Brooks,351.7333333,2
TX,Brown,386.7777778,3
TX,Burleson,479.925,4
TX,Burnet,244.22,1
TX,Caldwell,281.36,1
TX,Calhoun,391.4833333,3
TX,Callahan,425.5166667,4
TX,Cameron,281.6666667,1
TX,Camp,451.4222222,4
TX,Carson,372.0777778,3
TX,Cass,482.7444444,4
TX,Castro,358.21,3
TX,Chambers,309.71875,2
TX,Cherokee,462.4166667,4
TX,Childress,472.1166667,4
TX,Clay,361.77,3
TX,Cochran,374.06,3
TX,Coke,328.3666667,2
TX,Coleman,421.3416667,4
TX,Collin,204.625,1
TX,Collingsworth,762.8375,4
TX,Colorado,481.7666667,4
TX,Comal,297.42,2
TX,Comanche,394.2777778,3
TX,Concho,265.4888889,1
TX,Cooke,273.7066667,1
TX,Coryell,299.0357143,2
TX,Cottle,463.0333333,4
TX,Crane,447.3083333,4
TX,Crockett,393.7444444,3
TX,Crosby,398.9916667,3
TX,Culberson,358.4222222,3
TX,Dallam,403.75,3
TX,Dallas,279.6666667,1
TX,Dawson,419.82,4
TX,Deaf Smith,381.1818182,3
TX,Delta,466.6,4
TX,Denton,198.5555556,1
TX,DeWitt,349.975,2
TX,Dickens,338.2,2
TX,Dimmit,391.4888889,3
TX,Donley,419,4
TX,Duval,395.7555556,3
TX,Eastland,403.5777778,3
TX,Ector,497.8166667,4
TX,Edwards,316.5777778,2
TX,El Paso,276.7533333,1
TX,Ellis,296.4125,2
TX,Erath,362.4444444,3
TX,Falls,360.9769231,3
TX,Fannin,309.05,2
TX,Fayette,337.6916667,2
TX,Fisher,418.2166667,4
TX,Floyd,396.75,3
TX,Foard,425.1333333,4
TX,Fort Bend,225.9,1
TX,Franklin,473.3333333,4
TX,Freestone,370.2916667,3
TX,Frio,436.4111111,4
TX,Gaines,450.9181818,4
TX,Galveston,295.61875,2
TX,Garza,397.6916667,3
TX,Gillespie,256.9,1
TX,Glasscock,375.7666667,3
TX,Goliad,328.4416667,2
TX,Gonzales,382.1333333,3
TX,Gray,446.1142857,4
TX,Grayson,221.6222222,1
TX,Gregg,367.4833333,3
TX,Grimes,393.0384615,3
TX,Guadalupe,317.0866667,2
TX,Hale,397.775,3
TX,Hall,457.2333333,4
TX,Hamilton,354.4444444,3
TX,Hansford,406.8333333,3
TX,Hardeman,430.41,4
TX,Hardin,414.9928571,4
TX,Harris,265.0222222,1
TX,Harrison,344.0636364,2
TX,Hartley,430.1636364,4
TX,Haskell,445.0375,4
TX,Hays,243.42,1
TX,Hemphill,410.0833333,4
TX,Henderson,429.475,4
TX,Hidalgo,255.0916667,1
TX,Hill,355.0416667,3
TX,Hockley,376.075,3
TX,Hood,303.73,2
TX,Hopkins,453.81,4
TX,Houston,361.9416667,3
TX,Howard,677.16,4
TX,Hudspeth,302.8111111,2
TX,Hunt,365.62,3
TX,Hutchinson,520.7916667,4
TX,Irion,286.8555556,1
TX,Jack,387.5333333,3
TX,Jackson,434.9333333,4
TX,Jasper,432.7090909,4
TX,Jeff Davis,261.6333333,1
TX,Jefferson,397.8866667,3
TX,Jim Hogg,292.7,2
TX,Jim Wells,434.1083333,4
TX,Johnson,293.88,2
TX,Jones,438.4916667,4
TX,Karnes,357.6083333,3
TX,Kaufman,328.26875,2
TX,Kendall,314.24,2
TX,Kenedy,329.0142857,2
TX,Kent,315.0375,2
TX,Kerr,269.9,1
TX,Kimble,309.7444444,2
TX,King,394.85,3
TX,Kinney,345.3333333,2
TX,Kleberg,426.2583333,4
TX,Knox,391.7285714,3
TX,La Salle,406.0888889,3
TX,Lamar,485.9416667,4
TX,Lamb,393.775,3
TX,Lampasas,295.6,2
TX,Lavaca,408.8,3
TX,Lee,273.4,1
TX,Leon,361.25,3
TX,Liberty,359.91875,3
TX,Limestone,365.1666667,3
TX,Lipscomb,385.5,3
TX,Live Oak,396.5666667,3
TX,Llano,263.0857143,1
TX,Loving,436.6,4
TX,Lubbock,386.6153846,3
TX,Lynn,377.5909091,3
TX,Madison,382.6666667,3
TX,Marion,445.5777778,4
TX,Martin,537.57,4
TX,Mason,279.9125,1
TX,Matagorda,361.2571429,3
TX,Maverick,334.5888889,2
TX,McCulloch,341.4222222,2
TX,McLennan,325.8571429,2
TX,McMullen,341.4222222,2
TX,Medina,336.3,2
TX,Menard,280.9,1
TX,Midland,389.8166667,3
TX,Milam,355.0928571,3
TX,Mills,369.9888889,3
TX,Mitchell,478.24,4
TX,Montague,439,4
TX,Montgomery,294.5333333,2
TX,Moore,428.7416667,4
TX,Morris,489.5666667,4
TX,Motley,326.9,2
TX,Nacogdoches,342.6416667,2
TX,Navarro,380.3416667,3
TX,Newton,519.61,4
TX,Nolan,425.8916667,4
TX,Nueces,306.2357143,2
TX,Ochiltree,590.4428571,4
TX,Oldham,370.4666667,3
TX,Orange,418.3142857,4
TX,Palo Pinto,470.6777778,4
TX,Panola,372.5,3
TX,Parker,267.0666667,1
TX,Parmer,350.06,2
TX,Pecos,378.5444444,3
TX,Polk,453.0916667,4
TX,Potter,452.0461538,4
TX,Presidio,224.45,1
TX,Rains,448.36,4
TX,Randall,377.325,3
TX,Reagan,354.01,3
TX,Real,294.2777778,2
TX,Red River,489.65,4
TX,Reeves,417.3,4
TX,Refugio,342.5583333,2
TX,Roberts,460.8857143,4
TX,Robertson,425.0416667,4
TX,Rockwall,264.125,1
TX,Runnels,354.8333333,3
TX,Rusk,397.075,3
TX,Sabine,495.4333333,4
TX,San Augustine,369.6818182,3
TX,San Jacinto,345.5615385,2
TX,San Patricio,329.2416667,2
TX,San Saba,277.9111111,1
TX,Schleicher,247.2444444,1
TX,Scurry,350.38,2
TX,Shackelford,431.2625,4
TX,Shelby,413.66,4
TX,Sherman,419.2444444,4
TX,Smith,403.1,3
TX,Somervell,317.11,2
TX,Starr,307.0333333,2
TX,Stephens,429.3125,4
TX,Sterling,335.0111111,2
TX,Stonewall,431.675,4
TX,Sutton,324.2888889,2
TX,Swisher,370.24,3
TX,Tarrant,250.6888889,1
TX,Taylor,441.825,4
TX,Terrell,344.8777778,2
TX,Terry,417.5583333,4
TX,Throckmorton,371.4625,3
TX,Titus,360.4916667,3
TX,Tom Green,240.31,1
TX,Travis,216.65,1
TX,Trinity,415.4,4
TX,Tyler,411.6545455,4
TX,Upshur,398.575,3
TX,Upton,384.07,3
TX,Uvalde,341.0777778,2
TX,Val Verde,332.6888889,2
TX,Van Zandt,419.6083333,4
TX,Victoria,348.525,2
TX,Walker,272.0307692,1
TX,Waller,295.1266667,2
TX,Ward,480.95,4
TX,Washington,309.8416667,2
TX,Webb,305.1666667,2
TX,Wharton,312.5533333,2
TX,Wheeler,419.9142857,4
TX,Wichita,355.7083333,3
TX,Wilbarger,346.175,2
TX,Willacy,330.5111111,2
TX,Williamson,208.2933333,1
TX,Wilson,328.5066667,2
TX,Winkler,492.8,4
TX,Wise,263.8066667,1
TX,Wood,403.6166667,3
TX,Yoakum,408.49,3
TX,Young,390.45,3
TX,Zapata,290.3888889,2
TX,Zavala,371.8222222,3
UT,Beaver,299.1,2
UT,Box Elder,288.1,2
UT,Cache,196.3555556,1
UT,Carbon,346.69,2
UT,Daggett,296.9,2
UT,Davis,269.90625,1
UT,Duchesne,270.54,1
UT,Emery,361.3571429,3
UT,Garfield,277.9833333,1
UT,Grand,251.27,1
UT,Iron,312.35,2
UT,Juab,268.9777778,1
UT,Kane,275.56,1
UT,Millard,286.2666667,1
UT,Morgan,270.1222222,1
UT,Piute,318.95,2
UT,Rich,292.7142857,2
UT,Salt Lake,266.5705882,1
UT,San Juan,257.7416667,1
UT,Sanpete,262.48,1
UT,Sevier,349.5166667,2
UT,Summit,245.875,1
UT,Tooele,271.5375,1
UT,Uintah,261.5428571,1
UT,Utah,297.7466667,2
UT,Wasatch,277.9416667,1
UT,Washington,244.0083333,1
UT,Wayne,350.5,2
UT,Weber,287.8090909,2
VA,Accomack,451.7333333,4
VA,Albemarle,227.8090909,1
VA,Alexandria City,222.3066667,1
VA,Alleghany,351.5,2
VA,Amelia,327.8777778,2
VA,Amherst,347.2,2
VA,Appomattox,425.9,4
VA,Arlington,204.9866667,1
VA,Augusta,308.4222222,2
VA,Bath,318.2857143,2
VA,Bedford,331.8666667,2
VA,Bedford City,0,1
VA,Bland,424.0375,4
VA,Botetourt,329.3111111,2
VA,Bristol City,567.65,4
VA,Brunswick,417.0666667,4
VA,Buchanan,465.6285714,4
VA,Buckingham,369.6555556,3
VA,Buena Vista City,350.5333333,2
VA,Campbell,363.5,3
VA,Caroline,359.6222222,3
VA,Carroll,376.2666667,3
VA,Charles City,309.04,2
VA,Charlotte,385.7666667,3
VA,Charlottesville City,344.7777778,2
VA,Chesapeake City,250.0266667,1
VA,Chesterfield,244.86,1
VA,Clarke,241.6142857,1
VA,Colonial Heights City,350.52,2
VA,Covington City,655.4,4
VA,Craig,334.7166667,2
VA,Culpeper,260.95,1
VA,Cumberland,334.3,2
VA,Danville City,441.1111111,4
VA,Dickenson,482.6833333,4
VA,Dinwiddie,319.1090909,2
VA,Emporia City,455.8888889,4
